response_uuid,coder_id,question_set,question_id,response_transcript,transcriber_comments,response_category,coder_comments
f75de31a-8092-459e-a762-f5a26e0bba51,Janie,viewing,keys,Daytime still [Huh?] Daytime. Daytime still.,NA,target_solution,NA
f75de31a-8092-459e-a762-f5a26e0bba51,Cecilia,gender,firefighter,I don't know [Do you want to guess?] *shakes head* [Do you want to listen to it again?] No,NA,incorrect_noresponse,NA
f75de31a-8092-459e-a762-f5a26e0bba51,Cecilia,gender,basketball,Because they were bad.,NA,incorrect_response,NA
f75de31a-8092-459e-a762-f5a26e0bba51,Cecilia,gender,teacher,He's not telling the truth,NA,incorrect_response,NA
0e370f85-dd3f-4a4e-ab7a-518b84b71fed,Janie,viewing,cow,"[You can click the green] *pause* [You can say your answer] I think he saw it, cause he wanted to make sure he was safe and not get his tire dirty and he didn't want to kill it [You can click next] Next? [Wait a minute. I'll go for a second so I can click]",NA,incorrect_response,NA
0e370f85-dd3f-4a4e-ab7a-518b84b71fed,Janie,viewing,bedroom,"[You didn't say your answer] Uh, because the light was on. Or, then he knows where his dad was [You can click next]",NA,incorrect_response,NA
0e370f85-dd3f-4a4e-ab7a-518b84b71fed,Janie,viewing,keys,"Because he dropped it and, on the way down, and she saw it. The keyring just going out. Is it next? [Yes]",NA,incorrect_response,NA
0e370f85-dd3f-4a4e-ab7a-518b84b71fed,Jiayi,container,bucket,"[What is your answer?] Because someone was out, because she all move. [Ok. Click next] I don't know. I don't know what to do. Mom, I don't know what to do. [Yes, good job. And then you can click next.]",NA,incorrect_response,NA
0e370f85-dd3f-4a4e-ab7a-518b84b71fed,Jiayi,container,potato,"Because Tom had one, then he needed two, then one have three, that's why.",NA,incorrect_response,NA
0e370f85-dd3f-4a4e-ab7a-518b84b71fed,Jiayi,container,cup,Because she didn't eat her *unclear audio* papers. That's why,NA,incorrect_response,NA
0e370f85-dd3f-4a4e-ab7a-518b84b71fed,Cecilia,gender,basketball,"*unclear audio* [Uhm, we'll do your answer if you need to replay you can press the blue button] *replays question* Because the football, the basketball team didn't knock down people, so that's why they got so points [Because why?] Because it... Because [And can you click next?] Because.",NA,incorrect_response,NA
0e370f85-dd3f-4a4e-ab7a-518b84b71fed,Cecilia,gender,firefighter,"Maybe cause they didn't... Uh, magic [Magic? You think that's it?] Maybe cause it was magic.",NA,incorrect_response,NA
0e370f85-dd3f-4a4e-ab7a-518b84b71fed,Cecilia,gender,teacher,"Maybe she pretended she had the, uh, uh, what is it called? A stuff, and the, want to get us together, she's a teacher, that's why.",NA,incorrect_response,NA
6dbad7c6-cddd-4930-bf33-8ef6aacf1416,Jiayi,container,cup,"I think, hmm... Because he may just walk on the side [Ok, click the next button]",NA,incorrect_response,NA
6dbad7c6-cddd-4930-bf33-8ef6aacf1416,Jiayi,container,bucket,"I think it was because, hmm... The bucket was filled of cereal, so it, nothing got wet",NA,target_solution,NA
6dbad7c6-cddd-4930-bf33-8ef6aacf1416,Jiayi,container,potato,"I think because the three bag person that I don't remember his name, so I'm calling him the three bag person, uhm, had nothing in his bag, but the other like, one bag person I think, had a lot of things in his bag, so that's why like...",NA,target_solution,NA
6dbad7c6-cddd-4930-bf33-8ef6aacf1416,Cecilia,gender,basketball,"I don't know, I don't know [That's ok, take a guess] I don't know",NA,incorrect_noresponse,NA
6dbad7c6-cddd-4930-bf33-8ef6aacf1416,Cecilia,gender,teacher,[Did you say your answer already?] I don't know [Maybe can you hear it again?] Penguin! Penguin!,NA,incorrect_noresponse,NA
6dbad7c6-cddd-4930-bf33-8ef6aacf1416,Cecilia,gender,firefighter,I don't know.,NA,incorrect_noresponse,NA
6dbad7c6-cddd-4930-bf33-8ef6aacf1416,Janie,viewing,bedroom,I don't know.,NA,incorrect_noresponse,NA
6dbad7c6-cddd-4930-bf33-8ef6aacf1416,Janie,viewing,keys,"I think it was actually, light *distraction*",NA,target_solution,NA
6dbad7c6-cddd-4930-bf33-8ef6aacf1416,Janie,viewing,cow,I don't know. It was because the sun was still up.,NA,target_solution,NA
6245bf06-c253-43f4-a558-401cfa1385b0,Janie,viewing,bedroom,"[Want to hear that again?] Yeah [How did he get into bed? They also have a little bunny to get into bed. Well, it was dark out] Dark out? [Yeah, how do you get into bed?] By walking [By walking?]",NA,incorrect_response,NA
6245bf06-c253-43f4-a558-401cfa1385b0,Janie,viewing,keys,I didn't hear *replays question* There's no question [How could she see her keys? How do you think she saw her keys?] Because the sun come out,NA,target_solution,NA
6245bf06-c253-43f4-a558-401cfa1385b0,Janie,viewing,cow,[How the driver see the cow? How do you think the driver saw the cow?] I think the lights were on [What lights?] The truck lights [The truck lights? Let's see what they say],NA,incorrect_response,NA
6245bf06-c253-43f4-a558-401cfa1385b0,Cecilia,gender,basketball,"Because the boy... How does the boy move? But I think he, he, he missed the ball [You think you missed the ball?]",NA,incorrect_response,NA
6245bf06-c253-43f4-a558-401cfa1385b0,Cecilia,gender,firefighter,I think he was born in a different family [Born in a different family?],NA,incorrect_response,NA
6245bf06-c253-43f4-a558-401cfa1385b0,Cecilia,gender,teacher,[Did you need to watch this again? Listen again?] No... Because he was born into a different family [He was born in a different family?] Yeah. The art.,NA,incorrect_response,NA
6245bf06-c253-43f4-a558-401cfa1385b0,Jiayi,container,cup,"[They dropped his tissue in the cup, how could it not get wet, how did it not get wet?] Because the cup was empty!",NA,incorrect_response,NA
6245bf06-c253-43f4-a558-401cfa1385b0,Jiayi,container,bucket,Because it didn't have any water in it. It was empty.,NA,target_solution,NA
6245bf06-c253-43f4-a558-401cfa1385b0,Jiayi,container,potato,Because it has more stuff in it.,NA,alternative_solution,NA
bb2aaf89-b9fd-41ca-b0ba-33831d81092d,Janie,viewing,bedroom,Because... he ran fast? [Because he ran fast],NA,incorrect_response,NA
bb2aaf89-b9fd-41ca-b0ba-33831d81092d,Janie,viewing,keys,Uhm... Because she saw them in the dark? [She saw them in the dark?],NA,incorrect_response,NA
bb2aaf89-b9fd-41ca-b0ba-33831d81092d,Janie,viewing,cow,Because the sun was still up?,NA,target_solution,NA
bb2aaf89-b9fd-41ca-b0ba-33831d81092d,Cecilia,gender,basketball,Because the girls won so much?,NA,target_solution,NA
bb2aaf89-b9fd-41ca-b0ba-33831d81092d,Cecilia,gender,teacher,Because she was just kidding that that was her sister [She was just telling a joke?],NA,incorrect_response,NA
bb2aaf89-b9fd-41ca-b0ba-33831d81092d,Cecilia,gender,firefighter,"Because... Uhm, the firefighter... The younger firefighter is not its brother because the other one firefighter was actually a other brother [A different brother?] Yeah",NA,alternative_solution,Nearly there!
bb2aaf89-b9fd-41ca-b0ba-33831d81092d,Jiayi,container,potato,"[Did you hear that?] Yes [Then how could that be?] Because... Because, uhm, Barney's three bags had a little bit of things, but the other bags, the other one bag, actually, had more things than the other bag [Than the other three all added together?]",NA,alternative_solution,NA
bb2aaf89-b9fd-41ca-b0ba-33831d81092d,Jiayi,container,bucket,Because the bucket was empty,NA,target_solution,NA
bb2aaf89-b9fd-41ca-b0ba-33831d81092d,Jiayi,container,cup,Because it was empty,NA,incorrect_response,NA
b28de70e-d5b1-4021-a9be-e1a1af8ee255,Janie,viewing,bedroom,"[You just answer. What answer do you think it could be?] Hmm, maybe he ran? [You think he ran? Ok, click next]",NA,incorrect_response,NA
b28de70e-d5b1-4021-a9be-e1a1af8ee255,Janie,viewing,keys,"Was it daytime? [No, it was night] Oh yeah. Hmm... Her phone... [She didn't have a phone. Now, listen to it again, listen carefully] *replays question* It's sunset! [I think is already past that, but if you want to submit it click next]",NA,alternative_solution,"unsure; sunset? when child asked, was it daytime? the parent said it's night"
b28de70e-d5b1-4021-a9be-e1a1af8ee255,Janie,viewing,cow,Light? [He hadn't lights on] Because the sun was still out? [Maybe. You think the sun was still out?] It was daytime,NA,target_solution,NA
b28de70e-d5b1-4021-a9be-e1a1af8ee255,Jiayi,container,cup,"There's no water in it [What you said? Hmm, maybe!]",NA,target_solution,NA
b28de70e-d5b1-4021-a9be-e1a1af8ee255,Jiayi,container,bucket,"Hmm... There was sand on it? Or, or there was nothing on it [Click next again]",NA,target_solution,NA
b28de70e-d5b1-4021-a9be-e1a1af8ee255,Jiayi,container,potato,There was heavy stuff in it?,NA,alternative_solution,NA
b28de70e-d5b1-4021-a9be-e1a1af8ee255,Cecilia,gender,firefighter,"Maybe it was a sister? Like, girl? [Hmm, okay so one is a boy and one is a girl?] Yeah [Ok]",NA,target_solution,NA
b28de70e-d5b1-4021-a9be-e1a1af8ee255,Cecilia,gender,basketball,"Maybe the boy didn't play soccer? [Wait, wait let's replay cus I don't think that. Let's just replay] *replays question* [Ok, so what's your answer?] Maybe they don't play soccer, so they don't know, so they don't really know how [Hmm, ok]",NA,incorrect_response,kid didn't understand the riddle
b28de70e-d5b1-4021-a9be-e1a1af8ee255,Cecilia,gender,teacher,"Maybe one of them forgot. That they were sisters [You think they forgot they were sisters?] Wait, actually no... Hm [Listen to it again] *replays question* I don't know [You don't know] Yeah [Ok, click next]",NA,incorrect_response,NA
848bc65c-c115-4c84-a3c7-67f43a591994,Cecilia,gender,teacher,I think because it's different for some reason? [Huh?] Because it's different? [What is different] The painter [The painter is different from who?] From his brother [Yeah. Let's replay this. You gotta listen] *replays question* I'd say he does have sisters [So you think they are sisters?] *nods* [Click next],NA,incorrect_response,violates riddle
848bc65c-c115-4c84-a3c7-67f43a591994,Cecilia,gender,firefighter,"Hm, I say that's a... Say, I'd say sharing pizza is good [Let's replay this] *replays question* I think cus, uhm... That's not a firefighter and it is a brother [So they are brothers?] Yeah [Ok, click next]",NA,incorrect_response,NA
848bc65c-c115-4c84-a3c7-67f43a591994,Jiayi,container,potato,Because they are big and he had a big box [A big box?] Yeah,NA,incorrect_response,NA
848bc65c-c115-4c84-a3c7-67f43a591994,Jiayi,container,bucket,Can I listen to it again? Cus I just missed the other part [Okay] *replays question* Because he got robbed [What did you say?] He got robbed,NA,incorrect_response,NA
848bc65c-c115-4c84-a3c7-67f43a591994,Jiayi,container,cup,Because it was empty? [Let's see] Is it empty? *laughs*,NA,incorrect_response,NA
848bc65c-c115-4c84-a3c7-67f43a591994,Janie,viewing,bedroom,"Did it *unclear audio* [Well, I don't know. What do you think? How did he get in bed before the light turns off?] Cus he... He got in bed and he step in, he got, cus, step on it [Oh ok, go to the next one]",NA,incorrect_response,NA
848bc65c-c115-4c84-a3c7-67f43a591994,Janie,viewing,cow,"Would... Window? [All right good one, click the next one]",NA,incorrect_response,NA
848bc65c-c115-4c84-a3c7-67f43a591994,Janie,viewing,keys,"Cus the light is out [The light is out? Okay, good]",NA,incorrect_response,NA
f31e02fe-d1f9-44de-99cf-df50f1ce0997,Janie,viewing,cow,[You need to respond the question] Because... [*foreign language*] *replays question* Because it was still bright,NA,target_solution,NA
f31e02fe-d1f9-44de-99cf-df50f1ce0997,Janie,viewing,bedroom,Because the bed was so so close,NA,incorrect_response,NA
f31e02fe-d1f9-44de-99cf-df50f1ce0997,Janie,viewing,keys,"Because it was daytime, it was so bright",NA,target_solution,NA
f31e02fe-d1f9-44de-99cf-df50f1ce0997,Cecilia,gender,basketball,Because the goals were *unclear audio* and the boys were not playing good.,NA,incorrect_response,the answer is relavant but not address the riddle
f31e02fe-d1f9-44de-99cf-df50f1ce0997,Cecilia,gender,teacher,"Because, because it were not the teacher sister.",NA,incorrect_response,NA
f31e02fe-d1f9-44de-99cf-df50f1ce0997,Jiayi,container,cup,Because... [*foreign language*] *replays question* Because there was no water in the bucket,NA,incorrect_response,NA
f166bbed-3a24-4d93-99bf-2b8ab592442a,Janie,viewing,keys,With a light? [What kind of light?] Ummm... From her house?,NA,incorrect_response,NA
f166bbed-3a24-4d93-99bf-2b8ab592442a,Janie,viewing,cow,Cuz the sun is still out,NA,target_solution,NA
f166bbed-3a24-4d93-99bf-2b8ab592442a,Janie,viewing,bedroom,[You want to hear it again?] *nods* *replays question* Because its the daytime?,NA,target_solution,NA
f166bbed-3a24-4d93-99bf-2b8ab592442a,Jiayi,container,potato,[Want to hear it again?] Uhum *replays question* [What did you say?] Nothing. I don't know.,NA,incorrect_noresponse,NA
f166bbed-3a24-4d93-99bf-2b8ab592442a,Jiayi,container,cup,"[Jena, don't click next, you gotta answer. You wanna hear it again?] Uhum *replays question* [How could that be?] Hmm... I don't know [Take a guess. What's your best guess?] Because it was water? [So it was full of water?] Mm-hmm [So it didn't get wet?]",NA,incorrect_response,NA
f166bbed-3a24-4d93-99bf-2b8ab592442a,Jiayi,container,bucket,Cause there was no water?,NA,target_solution,NA
f166bbed-3a24-4d93-99bf-2b8ab592442a,Cecilia,gender,teacher,"[Do you want to listen to it again? Or do you want to think?] I don't know [Do you want to listen to it again?] *replays question* Because... When she was born, she was the only kid?",NA,incorrect_response,did not solve the riddle.
f166bbed-3a24-4d93-99bf-2b8ab592442a,Cecilia,gender,firefighter,[What do you think?] Cause its his sister?,NA,target_solution,NA
f166bbed-3a24-4d93-99bf-2b8ab592442a,Cecilia,gender,basketball,I do not know mom [Why don't you take a guess?] Because the other team had zero?,NA,incorrect_response,did not solve the riddle.
7e6f1d73-84ec-4f11-8f7e-00ad37ce2ef3,Cecilia,gender,teacher,"Uhm... Because, uhm, he... He was the brother?",NA,target_solution,NA
7e6f1d73-84ec-4f11-8f7e-00ad37ce2ef3,Cecilia,gender,firefighter,Because she was... Older than him?,NA,incorrect_response,This answer is not answered in terms of gender but age
7e6f1d73-84ec-4f11-8f7e-00ad37ce2ef3,Cecilia,gender,basketball,"Because, uhm, he didn't have any points? Because she, there were only Bills?",NA,incorrect_response,did not solve the riddle.
7e6f1d73-84ec-4f11-8f7e-00ad37ce2ef3,Janie,viewing,bedroom,Because it was still day?,NA,target_solution,NA
7e6f1d73-84ec-4f11-8f7e-00ad37ce2ef3,Janie,viewing,cow,Because the *unclear audio audio* [Because what?] Because the sister he got on him.,NA,incorrect_response,NA
7e6f1d73-84ec-4f11-8f7e-00ad37ce2ef3,Janie,viewing,keys,Because it's right in her house,NA,incorrect_response,NA
7e6f1d73-84ec-4f11-8f7e-00ad37ce2ef3,Jiayi,container,cup,"Because of hero, seeing a hero, in it",NA,incorrect_response,NA
7e6f1d73-84ec-4f11-8f7e-00ad37ce2ef3,Jiayi,container,potato,Because... he had something special [Because what?] Because he got something special [Because you got what?] Something special [He got something special],NA,incorrect_response,NA
7e6f1d73-84ec-4f11-8f7e-00ad37ce2ef3,Jiayi,container,bucket,"[Listen] Because it didn't have any water [Because it didn't have any water?] I want to press it [No no no, don't press that] I won't",NA,target_solution,NA
494426a0-a58a-44be-8a58-fdf14cb1d8d5,Janie,viewing,keys,Cause she could see them? Cause she could see them? [Okay],NA,incorrect_response,NA
494426a0-a58a-44be-8a58-fdf14cb1d8d5,Janie,viewing,bedroom,"[No no no, you have to answer before you hit next] Because there was a timer?",NA,incorrect_response,NA
494426a0-a58a-44be-8a58-fdf14cb1d8d5,Janie,viewing,cow,"[You answer, no, no, no, no, no, don't hit that] Because the sun was out",NA,target_solution,NA
494426a0-a58a-44be-8a58-fdf14cb1d8d5,Jiayi,container,bucket,Because there's no water in it,NA,target_solution,NA
494426a0-a58a-44be-8a58-fdf14cb1d8d5,Jiayi,container,potato,Because there's a lot of potatoes,NA,incorrect_response,NA
494426a0-a58a-44be-8a58-fdf14cb1d8d5,Jiayi,container,cup,Because of stock!,NA,incorrect_response,NA
494426a0-a58a-44be-8a58-fdf14cb1d8d5,Cecilia,gender,teacher,Because he has a brothers!,NA,target_solution,NA
494426a0-a58a-44be-8a58-fdf14cb1d8d5,Cecilia,gender,firefighter,Because he has sisters!,NA,target_solution,NA
494426a0-a58a-44be-8a58-fdf14cb1d8d5,Cecilia,gender,basketball,Because there's no soccer ball. There's no soccer ball!,NA,incorrect_response,did not address the riddle
434b9bff-4fe1-47e6-85b0-a40a555d39b2,Jiayi,container,cup,"Cause it was empty [Cause it was empty?] Wait, no. Because it was probably dry water [Cause it was dry water?] Uhum",NA,incorrect_response,NA
434b9bff-4fe1-47e6-85b0-a40a555d39b2,Jiayi,container,bucket,"Because it has lid, and it was closed lid [It had a closed lid?] Yeah",NA,alternative_solution,NA
434b9bff-4fe1-47e6-85b0-a40a555d39b2,Jiayi,container,potato,"Cause he has like, forty-one bags [Say it again? Three bags but one?] I said forty-one bags [Say it again? Because one had three and the other person had one] Because there was probably bags inside [Bag inside what?] The bags. But heavy [So there's more bags in the heavy one? Is that your final answer?] No, I said there was lot of tiny bags inside",NA,incorrect_response,NA
434b9bff-4fe1-47e6-85b0-a40a555d39b2,Janie,viewing,bedroom,Because the light was still on,NA,incorrect_response,NA
434b9bff-4fe1-47e6-85b0-a40a555d39b2,Janie,viewing,cow,[How could the driver see the cow? How could the driver see the cow?] Because it was so big!,NA,incorrect_response,NA
434b9bff-4fe1-47e6-85b0-a40a555d39b2,Janie,viewing,keys,Because it was still daytime!,NA,target_solution,NA
434b9bff-4fe1-47e6-85b0-a40a555d39b2,Cecilia,gender,teacher,[How could that be?] Because she probably died! [because she died?] Maybe she died,NA,incorrect_response,irrelevant
434b9bff-4fe1-47e6-85b0-a40a555d39b2,Cecilia,gender,basketball,Because the boys were probably out! *fussy*,NA,incorrect_response,did not address the riddle
434b9bff-4fe1-47e6-85b0-a40a555d39b2,Cecilia,gender,firefighter,Because maybe... The other needs to do jobs [Is that your final answer?] Yes!,NA,incorrect_response,did not address the riddle
