response_uuid,coder_id,question_set,question_id,response_transcript,transcriber_comments,response_category,coder_comments
5f55bcea-b31c-41ab-ad58-b3b5e2ee5046,Julio,gender,basketball,"Not good. [Okay, when they say how could this be, is saying, how did that happen; why?] They did not win. [Okay.]",NA,incorrect_response,(Being silly)
e2f8eaf4-c9d9-40b0-89e6-9ec7b78c23c6,Julio,gender,basketball,"Uhm, maybe it was daytime so, no boys scored no points, because they were not strong.",NA,incorrect_response,(Violates QN)
391542a4-4479-45d2-8f29-21bf6b3e17ad,Julio,gender,basketball,Cause it's boys against girls?,NA,target_solution,NA
002accc6-d1a7-42d5-957f-a76a2b7cd53e,Julio,gender,basketball,"Because the other team has zero, and the other team has thirty.",NA,incorrect_response,(Irrelevant)
a94bcc8b-734a-45e5-8781-fea9c0a25034,Julio,gender,basketball,Because the deer know that [Because the deer know that? You want to hear it again?] No.,NA,incorrect_response,Unsure if it is incorrect or no response since the kid did not conclude his/her train of thought
101b7b62-b309-4331-8295-7062812613cd,Julio,gender,basketball,"Because of girl, there are only girls!",NA,target_solution,NA
2102d4bb-d052-4e35-9973-61e01df1fb49,Julio,gender,basketball,"*yawns* Maybe because they did it, a little but fast, so they couldn't, couldn't get one for themselves.",NA,incorrect_response,(Irrelevant)
be3bff8b-5a27-4117-b4a7-d19794a5237f,Julio,gender,basketball,"Again? [Sure, listen carefully.] it's...I think it's so complicated. [try to think through. Do you want to hear the question again?] I would answer...Billy wasn't...wasn't a boy. [Billy wasn't a boy?] uh-hmm. *looking at parents* [ok, you will listen to the question one more time, and then go ahead and answer.]*replays questions* [so what's your answer?] I don't know. [Go ahead and do your best. Give what you think is the answer. How could it be?] *thinking* [What's your answer?] I don't know. *click next*",NA,incorrect_noresponse,NA
980a189c-1c41-41ac-bb01-d554e0aceaf8,Julio,gender,basketball,"Because there wasn't a ball, but he should still kick. *pause* That's my sentence. [Yeah, did you hear the question? Do you want me to play it again?] No, no.",NA,incorrect_response,(Violates QN)
bd95fe82-64bf-4311-83d5-ca6f1392ba58,Julio,gender,basketball,[No. Try to answer the question - riddle. Do you want to replay?] No. I have no idea [That's really good] Because it was what... Because it was not; Because there weren't any boys?,NA,target_solution,"Debatable as to whether he fully reached the implied conclusion that if there are no boys, there must be girls. My take is this is target_solution"
7d60b835-b129-48bf-b7c0-c8c227dd7267,Julio,gender,basketball,"[How can that be? No, don't press next. You heard the question. You want to hear the question again?] *nods* I don't know. [How could it be?] I don't know. [Take a guess.] 100 scores. [100 scores is not the answer. Do you want to hear the question again? Pay attention, all right.] *nods* [How could it be?] I don't know. [You don't know? Okay, then we are moving on to the next question.",NA,incorrect_response,"""100 scores"" does not answer the riddle, but it is still a form of incorrect response (Being silly)"
f31e02fe-d1f9-44de-99cf-df50f1ce0997,Julio,gender,basketball,Because the goals were *unclear audio* and the boys were not playing good.,NA,incorrect_response,(Irrelevant)
88d7f811-916b-4833-8b2c-fc2132ff3f06,Julio,gender,basketball,Cause it was a girl!,NA,target_solution,NA
70cb72b8-2b38-4793-bdff-a09fcd885760,Julio,gender,basketball,"Wait, what was that mean? [okay, listen again.] *replay question* Uh-uh. [Guess?] Did people get messed up? [Okay. Let's see.]",NA,incorrect_response,(Irrelevant)
9d7f7c7b-10ef-4c84-9c63-9f13ad9eff96,Julio,gender,basketball,Maybe it is that he did a big jump and it went a lot of numbers? *unclear audio* and so sixty-nine?,NA,incorrect_response,(Violates physics and QN)
70555289-0e80-4026-8bf2-eab3604dfdec,Julio,gender,basketball,Because it was falling in the wrong way.,NA,incorrect_response,(Violates QN)
6dbad7c6-cddd-4930-bf33-8ef6aacf1416,Julio,gender,basketball,"I don't know, I don't know [That's ok, take a guess] I don't know",NA,incorrect_noresponse,NA
c2ec4043-7c30-4fe5-a554-ee0ce2912b1b,Julio,gender,basketball,"[How could that be, Diana?] Because I think he's not in the game. [Okay.]",NA,incorrect_response,(Violates QN)
49a7eb58-b827-4273-821b-48a8b717b7b2,Julio,gender,basketball,"[Tell them] They circled them, or he did the basketball or he did the football?",NA,incorrect_response,(Being silly)
211c0670-c202-42f0-b8b1-081af33bf964,Julio,gender,basketball,I don't know [Can you take a guess? I'll replay it] *replays question* Because... [Billy's basketball team won the game by more than 30 points but not a single boy scored any points. How do you think that happened?] Because... they... Got to the ball first?,NA,incorrect_response,(Irrelevant)
87e7f3f3-88bb-4d75-b2e7-fd1dde221c1f,Julio,viewing,bedroom,Maybe it's automatic. [Maybe the light is automatic?] yes.,NA,alternative_solution,Debatable. Could be alternative if we consider automatic as motion-based automatic switches.
dbbc6320-6f8c-4eff-af4f-eb5e75d734d9,Julio,viewing,bedroom,Maybe the light was always on? [*unclear audio*] *unclear audio*,NA,incorrect_response,(Violates QN)
e2f8eaf4-c9d9-40b0-89e6-9ec7b78c23c6,Julio,viewing,bedroom,"Number one, number two, number four, number five, number six, number seven, number eight, number nine, nine. Nine questions asked over here [This one is a...] Bunny! *sneezes* [Do you want to replay?] No. I don't know. [You can guess] Hmm.. I don't even know the an... I'm still confused with it. I'm always confused [Do you want to replay?] Yeah *replays question* Oh.. So like it cannot bet, right? [Uhum] Like it cannot let... [Hm] Oh, so like, he couldn't get a *foreign language* and slooowly walk [Towards the bed?] But *foreign language* [Yes, they're asking how did he go?] Oh, he walks slowly. [So he walked slowly?] Oh no, or *foreign language* [You have to talk in English] Maybe his dad turned off the light? [Hmm.. okay]",NA,incorrect_response,(Irrelevant)
2244b798-4575-4880-ac07-f648e32cbbbc,Julio,viewing,bedroom,"Because they... Because the lights went slowly off, it...",NA,alternative_solution,Based on the coding log sheet of alternative responses
f78081ca-dfd9-4396-b701-495cb3bfbeee,Julio,viewing,bedroom,"Because, he got in a- he got in quick. He got in there quick. I mean, I forget how *unclear audio*.",NA,incorrect_response,(Violates QN)
c79117d2-8ad3-4ac3-ae13-b0f27bceb459,Julio,viewing,bedroom,"It was an hour, almost an hour until it...until the, it's night dark. [Okay]",NA,target_solution,"""Until night dark"" implies he went to bed at dawn, which hits the target solution."
aaf22ace-a58a-44ae-aa45-e0c5736720f2,Julio,viewing,bedroom,"With the light turn on? Then turned dark because not working, because is booging. [Okay.] Because that means...",NA,incorrect_response,(Violates QN)
70555289-0e80-4026-8bf2-eab3604dfdec,Julio,viewing,bedroom,Because she was so quick.,NA,incorrect_response,(Violates QN)
e350bd98-664b-47b4-88e1-2716432b490f,Julio,viewing,bedroom,*unclear audio* [That's okay. You can guess if you want.] I don't know. [I don't know either but you want to try to guess?] No. [Okay.],NA,incorrect_noresponse,NA
1c9fed84-608f-41d2-a1d6-81427ce3164f,Julio,viewing,bedroom,"*distraction* Cus white lights turn back on, turn back off.",NA,incorrect_response,(Irrelevant)
31a2de6c-745b-4b30-99d1-734547990546,Julio,viewing,bedroom,Because he was running!,NA,incorrect_response,(Violates QN)
fe9e665f-d68f-465b-a30d-97fe0328eff2,Julio,viewing,bedroom,[How did Timmy get in bed before the room got dark?] *shake head* I don't know. [You can try to just guess] I don't know. [You wanna try?] Too hard.,NA,incorrect_noresponse,NA
644f4404-fe5d-4159-afec-0e592ca52925,Julio,viewing,bedroom,He turned the light off when he was in the bed.,NA,incorrect_response,Violates the section of the QN where the bed is far away from the switch (Violates QN)
1e2712f1-4ed8-4431-a3ab-737aed20f243,Julio,viewing,bedroom,Cause she ran? [Ok that's a good guess. Do you want to push next?],NA,incorrect_response,(Violates QN)
7d60b835-b129-48bf-b7c0-c8c227dd7267,Julio,viewing,bedroom,"I don't know. [Do you want to hear the question again? Be attentional, right?] Maybe he won't be going to bed. [No, that's not the answer. Think again.] I want to hear the answer again. [No, you have to hear the question again.] Who was that, mom? [That's a hippo but what's the answer?] What's the name of it? [Hippo.] No. [Henry the hippo. What's the answer?] Maybe he already got to bed. [Maybe he already got to bed. Okay.]",NA,incorrect_response,(Violates QN)
4fb13e92-7204-40e2-8374-4d0f258abeb5,Julio,viewing,bedroom,"[I think you have to say the answer out loud. What? What do you think?] I don't know. [You want to try to take a guess? Did you know what happened? What? I mean, did you hear the story? Do you need to hear it again?] Yeah. *after re-listens* He walked fast.",NA,incorrect_response,(Violates QN)
fb87300e-60ee-4c21-aa7b-78f03d5b851a,Julio,viewing,bedroom,I don't know. Because he kind of felt like where he was when he was in bed.,NA,incorrect_response,(Violates QN)
f166bbed-3a24-4d93-99bf-2b8ab592442a,Julio,viewing,bedroom,[You want to hear it again?] *nods* *replays question* Because its the daytime?,NA,target_solution,NA
2102d4bb-d052-4e35-9973-61e01df1fb49,Julio,viewing,bedroom,I don't know.,NA,incorrect_noresponse,NA
1207f6d9-8a36-4b87-a037-2cd57287abdc,Julio,viewing,bedroom,[What do you think?] What was the question? [Do you want to replay it again so you can listen again? Hit the replay button. Listen carefully and then say the answer aloud.] *replays question* [What do you think? Just guess. Give a guess.] *unclear audio* Okay? I just don't know. I just don't know. [You can't think of any ways?] You just say it. Okay? [There's no right or wrong answers. You just have to take a guess.] I don't know. [Can you think of any ways that might be possible?] No. He just got in the bed.,NA,incorrect_response,(Irrelevant)
498478ae-3119-4180-b550-798381b633de,Julio,viewing,bedroom,"Uhm.. Maybe the power went out after he went to bed. [Oh, the power went out after he went to bed?] Uh-um.",NA,incorrect_response,"(Irrelevant) It does not matter if the power went out; The bedroom was bright, not dark."
1db2d903-8c75-4ce1-a7d3-7d1a70f3e5d8,Julio,viewing,bedroom,"[You give an answer, and then we press next.] I don't know. [Then say (count?) the tiger. *pause* If you don't know, say it to the tiger.] I don't know. [Okay, now press next.]",NA,incorrect_noresponse,NA
b37cdf15-b4ee-4ee5-94eb-527316c0c2a5,Julio,viewing,bedroom,Because he said to go with the guns on. [He had what on?] A guns! [A gun?] A guns!  [What's that?] Like this. *put a finger into the mouth* [A gum?] Yep. [A gum on?] Yes. [He had a gum on.] Yep. And the light. [And the light?] Yep!,NA,incorrect_response,(Being silly)
63c997ef-d3d9-4937-8244-818eae37d8b4,Julio,viewing,bedroom,He was a sleepyhead.,NA,incorrect_response,(Being silly)
0e77d97e-b0f6-4595-94a8-ae10de08b164,Julio,viewing,bedroom,Maybe of the sunrise?,NA,target_solution,NA
189ebb1e-b640-4d9a-8df9-a4172951de4a,Julio,viewing,bedroom,"Hmmm, turtle [A turtle?] No no no [No, what?] TV [Oh because of the TV? Okay let's see] *distraction*",NA,incorrect_response,(Being silly)
dd7ea09f-75fb-464a-b278-01f925fc593a,Julio,viewing,bedroom,"[Do you want to hear it from them?] Yes *replays question* [Just say what you think, relax, and say what you think] Because the light was not working that well and it didn't turn off when the lights went off [Can you explain that? Because the sentence wasn't very clear at the end. Just repeat it clearly.] The light switch wasn't working that well, so... It stopped and... The light switch was already off, but... The light was on.",NA,incorrect_response,(Irrelevant)
848bc65c-c115-4c84-a3c7-67f43a591994,Julio,viewing,bedroom,"Did it *unclear audio* [Well, I don't know. What do you think? How did he get in bed before the light turns off?] Cus he... He got in bed and he step in, he got, cus, step on it [Oh ok, go to the next one]",NA,incorrect_response,(Irrelevant)
3c4bab2e-9b0a-4a06-a42b-9cd3c33d8e69,Julio,viewing,bedroom,Because he didn't turn off the lights. [Okay.],NA,incorrect_response,(Violates QN)
299d26bf-ddbb-476a-b08d-3e4cf1f75851,Julio,viewing,bedroom,"[What do you think?] *Pause* Maybe because it was about to go evening? Maybe because it was about his bedtime, and it was about to go night and he ran to his bed before night came. [Okay. That's your answer?] Yeah.",NA,target_solution,NA
009b2630-1963-4e47-9d72-c507ed1f9fd4,Julio,viewing,bedroom,"He didn't turn off the light before he went to bed, but then his parents turned the light off. [*unclear audio*]",NA,incorrect_response,(Violates QN)
434b9bff-4fe1-47e6-85b0-a40a555d39b2,Julio,viewing,bedroom,Because the light was still on,NA,incorrect_response,(Violates QN)
aa4e4f34-4199-4cb5-9538-527ffc3e8557,Julio,viewing,bedroom,Beacause the parent lifted it off.,NA,incorrect_response,"Unsure if he meant something like ""his mom turned on the light right after,"" which fits the alternative criteria"
cc579de4-77d5-47ac-b730-2e78f0909358,Julio,container,bucket,"Um, um, I don't know, daddy.",NA,incorrect_noresponse,NA
cd5f8c21-1047-4cc2-9429-992647418e52,Julio,container,bucket,Because there's no water in it.,NA,target_solution,NA
be38b1ad-af0b-4fc7-8e83-72f5e7a3cf87,Julio,container,bucket,Cause... 'Cause... 'Cause he was lucky. ['Cause he was lucky?],NA,incorrect_response,(Irrelevant)
a098c14c-1a8b-416b-a155-f92a95fbca0c,Julio,container,bucket,Maybe there is something else in the bucket? [Okay.] Maybe there is something else in the bucket. [Okay.],NA,target_solution,NA
94f1b131-f04a-4027-ba90-ccb9b9cc76d5,Julio,container,bucket,"[How could that be? Don't click yet, answer first] Um I don't know [Do you want to hear the question again?] Uhum *replays question* Because... Uhm, because she supposed to use her hand or not she would drop it at the carpet. Because, hm, need to use the hand, because the bucket doesn't have a cap or the scrawl. Or we have a handle. It doesn't have any water inside, so just clear. Just clear bucket. Because, hm, need to use the hand, because the bucket doesn't have a cap or the scrawl. Or we have a handle.",NA,target_solution,NA
1f29e9a4-cbf2-41ec-8c02-4e6a2d8c70dc,Julio,container,bucket,[Would you like to listen to it again?] Yes *replays question* Can we play again? *replays question* He was carrying a bucket that didn't have water inside.,NA,target_solution,NA
32915257-be83-484e-8925-aec34cadc787,Julio,container,bucket,*shrug* I don't know. [You want to hear it again?] Yeah. [Okay.] *replays question* I don't know. *shrug* [You don't know?]Yeah. I don't know.,NA,incorrect_noresponse,NA
8c5ca0c8-657f-42c9-acc2-2bdd3e6888fc,Julio,container,bucket,Because nothing was in it.,NA,target_solution,NA
a54f5b01-0b13-4293-b969-ca2a060c8f46,Julio,container,bucket,"He doesn't; he brought his basket, but it didn't, but it didn't spill because there's no water inside.",NA,target_solution,NA
ae9e9900-eae1-4ef2-a647-8a0b37f58979,Julio,container,bucket,"[No, how could that be? You have to answer the question.] Because it's in the washer?",NA,incorrect_response,(Irrelevant)
653ece34-1805-485e-a084-66823e83c321,Julio,container,bucket,I don't know.,NA,incorrect_noresponse,NA
45e3b9a0-25b4-4e05-bc8c-12933eb0731a,Julio,container,bucket,I don't know [Let's listen again] *replays question* Don't know [How could it be?] I don't know [Want to guess?] No!,NA,incorrect_noresponse,NA
14f5d12a-9ad5-410c-b169-7daf0e66a47f,Julio,container,bucket,"Uhm, because he wasn't standing high up and it was made out of metal.",NA,incorrect_response,(Violates QN)
4a5e162e-b0ce-4540-a843-11066107ee40,Julio,container,bucket,"*yawns* How will water show, how, how bucket on his head, down a carpet. How that be.",NA,incorrect_response,(Being silly)
63c997ef-d3d9-4937-8244-818eae37d8b4,Julio,container,bucket,Maybe because it was a wet basket and he was careful?,NA,incorrect_response,(Violates QN)
3215767d-8589-4233-b971-5930b6b23ad3,Julio,container,bucket,*shakes head**looks at the adult*,NA,incorrect_noresponse,NA
b974ce0b-4771-423e-b3ef-d0475379316d,Julio,container,bucket,*shrugs* Oh no [Take a guess] Hmm. I think I think it got it very gently. You always do that.,NA,incorrect_response,(Violates QN)
2757597d-6383-48f0-83e5-5247563908e6,Julio,container,bucket,"[How could that be?] He needs to get in different water, and then he broke his... Water bottle.",NA,incorrect_response,(Irrelevant)
264c7563-dd8a-4676-9266-ad9d968aa86d,Julio,container,bucket,Because there was no water in it.,NA,target_solution,NA
49a7eb58-b827-4273-821b-48a8b717b7b2,Julio,container,bucket,"[Tell the penguin] Well, he can't be *unclear audio* or he can up, he can get me, bet.",NA,incorrect_response,(Being silly)
47bc6f3b-1f1d-4903-ae47-1d9eb99f6def,Julio,container,bucket,Probably because the bucket was empty,NA,target_solution,NA
c2ec4043-7c30-4fe5-a554-ee0ce2912b1b,Julio,container,bucket,I think the bucket only had one a little bit water in it. I think it spilled on the man.,NA,target_solution,NA
32470480-ca2b-4c13-8101-a8d434f4b3e5,Julio,container,bucket,Because it had dirt in it [Because it had dirt in it? Hahaha],NA,target_solution,NA
69d1c033-3f59-4024-9a9e-454c9a4dab4d,Julio,container,bucket,He is a really good keeping safer.,NA,incorrect_response,(Irrelevant)
848bc65c-c115-4c84-a3c7-67f43a591994,Julio,container,bucket,Can I listen to it again? Cus I just missed the other part [Okay] *replays question* Because he got robbed [What did you say?] He got robbed,NA,incorrect_response,(Irrelevant)
aa0eeee6-0891-40ae-a9cf-ef573431b9e4,Julio,container,bucket,"It could be like that because it, it didn't go all the way out.",NA,incorrect_response,(Irrelevant)
aaf22ace-a58a-44ae-aa45-e0c5736720f2,Julio,container,bucket,"[Say something] I don't know [Did you hear the question?] *shakes head* [Then you need to hear the question] *replays question* Hmm... Cat? [Not a single drop of water was spilled. How could that be?] A cat. The cat spilled the water. The cat water, and then she didn't have the water, she had a wunch [Okay]",NA,incorrect_response,(Being silly)
fe9e665f-d68f-465b-a30d-97fe0328eff2,Julio,container,bucket,*covers his ear* I don't want to do it. *Pause* *unclear audio* [How could it be? You know?],NA,incorrect_noresponse,NA
2de353e6-79d5-44d4-ae30-e509e99d1807,Julio,container,bucket,"Because, becaaaaause because [How could this be?] Because, because, because the bucket doesn't break. [Because the bucket doesn't break? Okay, that's...]",NA,incorrect_response,(Irrelevant)
dd7ea09f-75fb-464a-b278-01f925fc593a,Julio,container,bucket,[Should I replay it?] Maybe *replays question* What? Because there was not much water in the bucket.,NA,target_solution,NA
2e4cfc59-333b-44c5-9938-b9cbcd789ed8,Julio,container,bucket,"Good [Do you have anything else you want to say?] Yeah [Okay] Um, why did you do it?",NA,incorrect_response,(Irrelevant)
0943465c-0efa-4546-a5ea-60465b48a043,Julio,container,bucket,"Ok, I think I know. Because it was frozen [Oh, okay]",NA,alternative_solution,NA
1207f6d9-8a36-4b87-a037-2cd57287abdc,Julio,viewing,cow,"[You need to replay, you got to say an answer. Don't hit next until you say an answer.] Okay, what was it? [Do you need to listen again?] You don't have an answer? [No, hit the replay button.] *replays question* With his eyes.",NA,incorrect_response,(Violates QN)
848bc65c-c115-4c84-a3c7-67f43a591994,Julio,viewing,cow,"Would... Window? [All right good one, click the next one]",NA,incorrect_response,(Irrelevant)
258e6ceb-1579-4a45-b365-034d3df207f8,Julio,viewing,cow,"Umm, cause its, the car's pretty close. Mommy, because the car is pretty close.",NA,incorrect_response,(Violates QN)
644f4404-fe5d-4159-afec-0e592ca52925,Julio,viewing,cow,"The driver had a bunch of lights on its truck that were on all the time, and you're just teeny.",NA,incorrect_response,(Violates QN)
a54f5b01-0b13-4293-b969-ca2a060c8f46,Julio,viewing,cow,"Because they have a car, and they have a mirror so they can see the cow, and they can stop, and that's why we answer so, and they have eyes!",NA,incorrect_response,(Violates QN)
2de353e6-79d5-44d4-ae30-e509e99d1807,Julio,viewing,cow,"The light. [Because of the light?] No, because he needs the flashing light. [He needs the flashing light?]",NA,incorrect_response,(Violates QN)
8f4dea3d-69fc-4bca-b2fd-766e6c4f00a9,Julio,viewing,cow,"When he gets closer, when he gets closer [When he gets closer to the cow?] Yeah",NA,incorrect_response,(Irrelevant)
2757597d-6383-48f0-83e5-5247563908e6,Julio,viewing,cow,[How could he see the cow? Hum?] Don't know [You don't know?],NA,incorrect_noresponse,NA
f6990cd0-7a5e-4b36-a59d-66ebf5d790f1,Julio,viewing,cow,"*distraction* *talks with mother* *pause* [Go ahead and hit replay. You will listen carefully, okay?] Okay. *replays question* Because, because he had his car lights on. They are inside. [Oh, like inside the car?] Hmm-hum. [Okay.]",NA,incorrect_response,(Violates QN)
980a189c-1c41-41ac-bb01-d554e0aceaf8,Julio,viewing,cow,"Because the cow had a light on, or the car had a light on. [You sure?] *nods*",NA,incorrect_response,(Violates QN)
1e2712f1-4ed8-4431-a3ab-737aed20f243,Julio,viewing,cow,"Cause it's daytime! [Ok, push next]",NA,target_solution,NA
8c5ca0c8-657f-42c9-acc2-2bdd3e6888fc,Julio,viewing,cow,Hmm... Because it slowed down.,NA,incorrect_response,(Irrelevant)
df6428ea-6b3e-415f-8bb2-a7b1e205e612,Julio,viewing,cow,"*distraction* [Listen, listen] *pause* [How could the driver see the cow?] Uhm, no one. [No one?] Yeah.",NA,incorrect_response,(Irrelevant)
5a344f55-8d74-45c9-b2f6-661d0a4addf9,Julio,viewing,cow,"The sun was out? [You can listen to it again] *replays question* Probably because no lights were on, and it was not dark out, so the driver could see the cow [Can you tell me a little bit more?] Okay, so I think the cow was going to the other side like to go get grass or his food, or maybe he got lost and he goes to his place [Well, the cow is sitting in the middle of the road. There's no moon and there's no lights. How could the driver have seen the cow?] I'd already told you [What's the answer?] That the driver didn't see him [The driver did see him] There's no... The driver did see him because It was not dark and it was light out so that... I would probably tell them what I said the first time [Is that your answer? Okay.]",NA,target_solution,NA
94f1b131-f04a-4027-ba90-ccb9b9cc76d5,Julio,viewing,cow,"I don't know. [Try] Um, I just don't know [Okay, it's fine]",NA,incorrect_noresponse,NA
0e77d97e-b0f6-4595-94a8-ae10de08b164,Julio,viewing,cow,With a flashlight?,NA,incorrect_response,(Violates QN)
7e6f1d73-84ec-4f11-8f7e-00ad37ce2ef3,Julio,viewing,cow,Because the *unclear audio audio* [Because what?] Because the sister he got on him.,NA,incorrect_response,(Irrelevant)
ec9b5933-53b9-46a4-9c5f-5d2ac6fa2149,Julio,viewing,cow,"Cus probably they lights weren't on. Cause probably its the cow, or she saw the truck lights on.",NA,incorrect_response,(Irrelevant)
32470480-ca2b-4c13-8101-a8d434f4b3e5,Julio,viewing,cow,Because maybe it was a ruthless car [A ruthless car? Hahaha],NA,incorrect_response,(Irrelevant)
5f55bcea-b31c-41ab-ad58-b3b5e2ee5046,Julio,viewing,cow,"Cause he has the- cause there is no- cause there is no light outside, but he can see.",NA,incorrect_response,(Violates QN)
7da48eb9-1a84-4aa4-8465-3b5e0cadab8e,Julio,viewing,cow,"Hmm maybe because it was still day, and the sun was out. And the cow was, the cow was the first one. But, but if it could, *Pause* then maybe the sun made the driver see the cow. [The sun made the driver see the cow?]",NA,target_solution,NA
264c7563-dd8a-4676-9266-ad9d968aa86d,Julio,viewing,cow,Because it was daytime.,NA,target_solution,NA
be3bff8b-5a27-4117-b4a7-d19794a5237f,Julio,viewing,cow,"[try and think it, think *unclear audio*] He eats a lot of carrots. [He eats a lot of carrots?] Yes. Because why tell you see in the dark? [okay] *Click Next*",NA,incorrect_response,(Irrelevant)
b974ce0b-4771-423e-b3ef-d0475379316d,Julio,viewing,cow,Cause he has glasses. I think.,NA,incorrect_response,(Irrelevant)
49a7eb58-b827-4273-821b-48a8b717b7b2,Julio,viewing,cow,"Well, is he driving a car, a car, or a motorcycle, or a car? Is he driving a bike?",NA,incorrect_response,(Irrelevant)
70cb72b8-2b38-4793-bdff-a09fcd885760,Julio,viewing,cow,"I don't know. Actually, maybe she's super powered? [superpowered? ] yeah.",NA,incorrect_response,(Irrelevant)
91486bd4-1e86-45ab-ae0e-0739fc6f79b8,Julio,viewing,cow,Because he really close to it,NA,incorrect_response,(Irrelevant)
7d60b835-b129-48bf-b7c0-c8c227dd7267,Julio,viewing,cow,"He turned the light on. [No, he did not turn his lights on.] No, the car's light. [No, he was driving a truck, I remember. But in any case, he didn't turn it on and still saw the cow. How did it happen? Do you want to hear the question again? Be attentional, right?] There's a sun. *unclear audio*",NA,target_solution,NA
1bd046ed-6ff4-4761-9d5c-57f1160882a3,Julio,viewing,cow,With his eyeballs. *plays with something*,NA,incorrect_response,(Violates QN)
cd5f8c21-1047-4cc2-9429-992647418e52,Julio,viewing,cow,He could see the cow or feed the cow? [See] Oh. Because the moon wasn't out.,NA,target_solution,NA
1c9fed84-608f-41d2-a1d6-81427ce3164f,Julio,viewing,cow,"*distraction* [Sit down. Go upstairs. Here] *replays question* Cause she was out and gone away, and you go back shortly.",NA,incorrect_response,(Irrelevant)
2102d4bb-d052-4e35-9973-61e01df1fb49,Julio,viewing,cow,Because the sun was still up.,NA,target_solution,NA
fb87300e-60ee-4c21-aa7b-78f03d5b851a,Julio,viewing,cow,"Because.... because, because it wasn't dark?",NA,target_solution,NA
8cf2b85c-94a0-4d0f-bdfd-1a3c9e66d009,Julio,container,cup,[how could that be?] Oh no! [I think she said it was full. How could that be?] There was nothing inside,NA,incorrect_response,(Violates QN)
101b7b62-b309-4331-8295-7062812613cd,Julio,container,cup,"[you to answer the question out loud.] Oh, I thought I thought it was a next. [No] I thought you did didn't need it. [Nope.] I thought you like entered on the next page. [Nope. So every time you get your question say it out loud, okay?] Ok. *replays question* There's no water in it. [There was no water in it?] Yeah. It should be cut.",NA,incorrect_response,NA
69d1c033-3f59-4024-9a9e-454c9a4dab4d,Julio,container,cup,It was stuck in the straw.,NA,incorrect_response,(Violates QN)
d1f0b574-2851-41b7-8618-08db849efe7f,Julio,container,cup,I don't know. [What's your best guess?] Uh.. she can fill it up again. [She can fill it up again? Okay.],NA,incorrect_response,(Irrelevant)
32915257-be83-484e-8925-aec34cadc787,Julio,container,cup,I don't know! [Do you want to try to guess an answer?] Okay. [You want to hear it again?] No. Because there is no milk in her cup. [Okay.],NA,target_solution,NA
2b05d129-fcde-48d4-8331-71e49fe7be13,Julio,container,cup,"Maybe there's no water on it, and probably just ice.",NA,target_solution,NA
