response_uuid,response_video_privacy,response_databrary,gender,languages,child_hashed_id,trial_num,questionAndResponseDuration,parentCode,question_set,question_id,age_months,trial_number,transcriber_id,response_transcript,feedback_transcript,transcriber_comments,trial_exclusion_reason,parentCode_judgedBy,coder_id,response_category
91486bd4-1e86-45ab-ae0e-0739fc6f79b8,private,no,m,en,EFDMdE,1,23.387,different,container,cup,68,2,Kacper,Because all the milk spilled. [All the milk spilled?],*smile*,NA,include,parent,Jiayi,incorrect_response
91486bd4-1e86-45ab-ae0e-0739fc6f79b8,private,no,m,en,EFDMdE,2,48.341,different,container,bucket,68,3,Kacper,"Because, uhm, he's spot a different one?",*smile*,"*unclear audio* for the term ""spot""",include,parent,Jiayi,incorrect_response
91486bd4-1e86-45ab-ae0e-0739fc6f79b8,private,no,m,en,EFDMdE,3,47.172,different,gender,firefighter,68,4,Kacper,Because he is the latest one?,*no reaction*,NA,include,parent,Cecilia,incorrect_response
91486bd4-1e86-45ab-ae0e-0739fc6f79b8,private,no,m,en,EFDMdE,4,19.615,different,gender,basketball,68,5,Kacper,"Because the, the person is not good at hoping",*smile*,NA,include,parent,Cecilia,incorrect_response
91486bd4-1e86-45ab-ae0e-0739fc6f79b8,private,no,m,en,EFDMdE,5,23.991,different,gender,teacher,68,6,Kacper,Because he not just real sister.,*no reaction*,NA,include,parent,Cecilia,alternative_solution
91486bd4-1e86-45ab-ae0e-0739fc6f79b8,private,no,m,en,EFDMdE,6,31.793,different,viewing,bedroom,68,7,Kacper,"Ok. Walked really fast, while *unclear audio* the other one walked really slow",*no reaction*,*unclear audio* due to muffled speech.,include,parent,Janie,incorrect_response
91486bd4-1e86-45ab-ae0e-0739fc6f79b8,private,no,m,en,EFDMdE,7,31.497,similar,viewing,keys,68,8,Kacper,Because it's not night time yet. Because it's too sunny.,*no reaction*,NA,include,parent,Janie,target_solution
91486bd4-1e86-45ab-ae0e-0739fc6f79b8,private,no,m,en,EFDMdE,8,30.36,different,viewing,cow,68,9,Kacper,Because he really close to it,*no reaction*,general note: the child was pretty hard to understand for at least three riddles.,include,parent,Janie,incorrect_response
e2f8eaf4-c9d9-40b0-89e6-9ec7b78c23c6,private,yes,f,en bn hi es,VJV2KK,0,115.509,different,viewing,bedroom,83,1,Kacper,"Number one, number two, number four, number five, number six, number seven, number eight, number nine, nine. Nine questions asked over here [This one is a...] Bunny! *sneezes* [Do you want to replay?] No. I don't know. [You can guess] Hmm.. I don't even know the an... I'm still confused with it. I'm always confused [Do you want to replay?] Yeah *replays question* Oh.. So like it cannot bet, right? [Uhum] Like it cannot let... [Hm] Oh, so like, he couldn't get a *foreign language* and slooowly walk [Towards the bed?] But *foreign language* [Yes, they're asking how did he go?] Oh, he walks slowly. [So he walked slowly?] Oh no, or *foreign language* [You have to talk in English] Maybe his dad turned off the light? [Hmm.. okay]",[Aaaaah] Uhm... *tries to click the feedback* [This is not for you. Child said something different],NA,include,parent,Janie,incorrect_response
e2f8eaf4-c9d9-40b0-89e6-9ec7b78c23c6,private,yes,f,en bn hi es,VJV2KK,1,36.825,different,viewing,cow,83,2,Kacper,"Uhm.. Cause he had glasses, and he could see the cow?",Something different.,NA,include,parent,Janie,incorrect_response
e2f8eaf4-c9d9-40b0-89e6-9ec7b78c23c6,private,yes,f,en bn hi es,VJV2KK,2,39.124,different,viewing,keys,83,3,Kacper,Maybe like she! When she was looking for the keys she looked outside the door and there were her keys were very small but she had glasses so she can look down to the keys.,What?,NA,include,parent,Janie,incorrect_response
e2f8eaf4-c9d9-40b0-89e6-9ec7b78c23c6,private,yes,f,en bn hi es,VJV2KK,3,57.336,different,gender,firefighter,83,4,Kacper,"Uhm.. re-play. [Replay?] *replays question* I think, like they are thinking they're brothers, and.. Maybe like, uhm.. Like they have the similar and every clothes same, but they're not brothers.",[*nods*] That was a funny joke.,NA,include,parent,Cecilia,incorrect_response
e2f8eaf4-c9d9-40b0-89e6-9ec7b78c23c6,private,yes,f,en bn hi es,VJV2KK,4,21.688,different,gender,basketball,83,5,Kacper,"Uhm, maybe it was daytime so, no boys scored no points, because they were not strong.","[*nods*] That similar, *foreign language*, that similar. [*foreign language*]",NA,include,parent,Cecilia,incorrect_response
e2f8eaf4-c9d9-40b0-89e6-9ec7b78c23c6,private,yes,f,en bn hi es,VJV2KK,5,30.955,similar,gender,teacher,83,6,Kacper,"Because, me, uhm, because, uhm, she has no sister, that means, he, uhm, he is a brother.","[Good job] Similar a bit, right? [Uhum]",NA,include,parent,Cecilia,target_solution
e2f8eaf4-c9d9-40b0-89e6-9ec7b78c23c6,private,yes,f,en bn hi es,VJV2KK,6,25.214,different,container,bucket,83,7,Kacper,"Because, he was outside, and, the bucket like was not very that far maybe.",Ohh.. different.,NA,include,parent,Jiayi,incorrect_response
e2f8eaf4-c9d9-40b0-89e6-9ec7b78c23c6,private,yes,f,en bn hi es,VJV2KK,7,24.863,similar,container,potato,83,8,Kacper,"Maaaybe like, he had no potatoes. [Do you want to replay?] In his bag.","Similar, I'd say.*smile*",NA,include,parent,Jiayi,target_solution
e2f8eaf4-c9d9-40b0-89e6-9ec7b78c23c6,private,yes,f,en bn hi es,VJV2KK,8,23.771,different,container,cup,83,9,Kacper,"Maybe because she'd ha... She, her, sipper was closed, or she didn't have any water.",Different.,NA,include,parent,Jiayi,incorrect_response
b992903f-cf01-46ac-9fd9-a6a82254a5b1,private,yes,m,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6245bf06-c253-43f4-a558-401cfa1385b0,private,yes,m,en,L4YBHC,0,24.814,similar,viewing,bedroom,78,1,Julio,"[Want to hear that again?] Yeah [How did he get into bed? They also have a little bunny to get into bed. Well, it was dark out] Dark out? [Yeah, how do you get into bed?] By walking [By walking?]",*no reaction*,"Sibling present in the entire session, sometimes distracting, but not sufficient enough for excluding the data. Note: same parent for children 6245bf06-c253-43f4-a558-401cfa1385b0, and 088d234f-7910-421c-8ca6-6d83e9ac7429, and bb2aaf89-b9fd-41ca-b0ba-33831d81092d. This was the first child to do the study. The other two, however, might be biased samples as they heard the answers before, and perhaps should be excluded.",include,parent,Janie,incorrect_response
6245bf06-c253-43f4-a558-401cfa1385b0,private,yes,m,en,L4YBHC,1,64.088,similar,viewing,keys,78,2,Julio,I didn't hear *replays question* There's no question [How could she see her keys? How do you think she saw her keys?] Because the sun come out,*no reaction*,NA,include,parent,Janie,target_solution
6245bf06-c253-43f4-a558-401cfa1385b0,private,yes,m,en,L4YBHC,2,76.569,different,viewing,cow,78,3,Julio,[How the driver see the cow? How do you think the driver saw the cow?] I think the lights were on [What lights?] The truck lights [The truck lights? Let's see what they say],Ahh,NA,include,parent,Janie,incorrect_response
6245bf06-c253-43f4-a558-401cfa1385b0,private,yes,m,en,L4YBHC,3,38.768,different,gender,basketball,78,4,Julio,"Because the boy... How does the boy move? But I think he, he, he missed the ball [You think you missed the ball?]",[Almost there!],NA,include,parent,Cecilia,incorrect_response
6245bf06-c253-43f4-a558-401cfa1385b0,private,yes,m,en,L4YBHC,4,40.747,different,gender,firefighter,78,5,Julio,I think he was born in a different family [Born in a different family?],Younger sister! [That is tricky! That is a good one],NA,include,parent,Cecilia,incorrect_response
6245bf06-c253-43f4-a558-401cfa1385b0,private,yes,m,en,L4YBHC,5,82.741,different,gender,teacher,78,6,Julio,[Did you need to watch this again? Listen again?] No... Because he was born into a different family [He was born in a different family?] Yeah. The art.,[He's a brother],*distraction* from sibling after response at 9:20,include,parent,Cecilia,incorrect_response
6245bf06-c253-43f4-a558-401cfa1385b0,private,yes,m,en,L4YBHC,6,23.333,similar,container,cup,78,7,Julio,"[They dropped his tissue in the cup, how could it not get wet, how did it not get wet?] Because the cup was empty!",*no reaction*,NA,include,parent,Jiayi,incorrect_response
6245bf06-c253-43f4-a558-401cfa1385b0,private,yes,m,en,L4YBHC,7,22.413,similar,container,bucket,78,8,Julio,Because it didn't have any water in it. It was empty.,*no reaction*,NA,include,parent,Jiayi,target_solution
6245bf06-c253-43f4-a558-401cfa1385b0,private,yes,m,en,L4YBHC,8,25.938,different,container,potato,78,9,Julio,Because it has more stuff in it.,*no reaction*,NA,include,parent,Jiayi,alternative_solution
088d234f-7910-421c-8ca6-6d83e9ac7429,None,None,f,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2ee6dd17-0d98-4d30-9fb1-67c2ec6c2317,scientific,yes,m,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
f75de31a-8092-459e-a762-f5a26e0bba51,private,no,f,en,LL46ZA,0,47.356,no_answer,container,potato,77,1,Julio,"[Do you have any guess?] No [Do you want to hear it again?] No [You don't want to hear the questions?] I just, like, when I say hear again you can just say it for me [Well I have to... I can't repeat it, I have to play it how they want] But it says right there [What?] It says right there. there [No, that's instructions. Do you want to listen to it again?] No [Can you make a guess?] No",*no reaction*,NA,include,parent,Jiayi,incorrect_noresponse
f75de31a-8092-459e-a762-f5a26e0bba51,private,no,f,en,LL46ZA,1,23.331,different,container,cup,77,2,Julio,Maybe the cup just has reflection [Okay],"[Ooh, interesting]",NA,include,parent,Jiayi,incorrect_response
f75de31a-8092-459e-a762-f5a26e0bba51,private,no,f,en,LL46ZA,2,26.119,different,container,bucket,77,3,Julio,"The water didn't tilt, its is off [What?] The water didn't tilt like that. It just went like straight down. [Ohh, okay]",But he said it did! [I think he just said he was holding a bucket],NA,include,parent,Jiayi,incorrect_response
f75de31a-8092-459e-a762-f5a26e0bba51,private,no,f,en,LL46ZA,3,30.08,different,viewing,cow,77,4,Julio,Outside his window,*no reaction*,NA,include,parent,Janie,incorrect_response
f75de31a-8092-459e-a762-f5a26e0bba51,private,no,f,en,LL46ZA,4,31.18,different,viewing,bedroom,77,5,Julio,"He probably used like a little stick, and then like, have the light switch [Okay]",*no reaction*,"Participant feedback on the design while doing the study at minute 05:00: ""Mom, which guy do you like the most? I like the penguin best. [I think the penguin or the bear is pretty cute] I think penguin or deer [The deer is cute too]",include,parent,Janie,incorrect_response
f75de31a-8092-459e-a762-f5a26e0bba51,private,no,f,en,LL46ZA,5,33.946,similar,viewing,keys,77,6,Julio,Daytime still [Huh?] Daytime. Daytime still.,[Good one!],NA,include,parent,Janie,target_solution
f75de31a-8092-459e-a762-f5a26e0bba51,private,no,f,en,LL46ZA,6,21.617,no_answer,gender,firefighter,77,7,Julio,I don't know [Do you want to guess?] *shakes head* [Do you want to listen to it again?] No,*no reaction*,NA,include,parent,Cecilia,incorrect_noresponse
f75de31a-8092-459e-a762-f5a26e0bba51,private,no,f,en,LL46ZA,7,16.86,different,gender,basketball,77,8,Julio,Because they were bad.,*no reaction*,NA,include,parent,Cecilia,incorrect_response
f75de31a-8092-459e-a762-f5a26e0bba51,private,no,f,en,LL46ZA,8,23.192,different,gender,teacher,77,9,Julio,He's not telling the truth,*no reaction*,NA,include,parent,Cecilia,incorrect_response
0e370f85-dd3f-4a4e-ab7a-518b84b71fed,private,no,m,en,TSW6JD,0,49.774,different,viewing,cow,41,1,Julio,"[You can click the green] *pause* [You can say your answer] I think he saw it, cause he wanted to make sure he was safe and not get his tire dirty and he didn't want to kill it [You can click next] Next? [Wait a minute. I'll go for a second so I can click]",Next [Wait a minute *pause* Play next],NA,include,parent,Janie,incorrect_response
0e370f85-dd3f-4a4e-ab7a-518b84b71fed,private,no,m,en,TSW6JD,1,43.739,different,viewing,bedroom,41,2,Julio,"[You didn't say your answer] Uh, because the light was on. Or, then he knows where his dad was [You can click next]",Because it will break your *unclear audio* and it's so *unclear audio* [Click next. We will hear the next story],NA,include,parent,Janie,incorrect_response
0e370f85-dd3f-4a4e-ab7a-518b84b71fed,private,no,m,en,TSW6JD,2,39.309,similar,viewing,keys,41,3,Julio,"Because he dropped it and, on the way down, and she saw it. The keyring just going out. Is it next? [Yes]","[What was your answer?] Uhmmm, she, because she saw that. She could see it. She could see... *unclear audio* [Ok, so when you are ready click next]",NA,include,parent,Janie,incorrect_response
0e370f85-dd3f-4a4e-ab7a-518b84b71fed,private,no,m,en,TSW6JD,3,52.923,different,container,bucket,41,4,Julio,"[What is your answer?] Because someone was out, because she all move. [Ok. Click next] I don't know. I don't know what to do. Mom, I don't know what to do. [Yes, good job. And then you can click next.]",Who's this [*unclear audio*],NA,include,parent,Jiayi,incorrect_response
